show_id,type,title,country,date_added,release_year,rating,description,genre1,genre2,genre3,duration_numeric
s3394,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories","South Africa, Nigeria",18-10-2019,2019,TV-Y,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.,Kids' TV, International Movies, Romantic Movies,750
s3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),"South Africa, Nigeria",18-10-2019,2019,TV-Y,"ChuChu teaches some bullies a lesson, Cussly learns the value of teamwork and ChaCha realizes there’s more to playtime than TV and video games.",Children & Family Movies, International Movies, Romantic Movies,47
s3396,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),"South Africa, Nigeria",18-10-2019,2019,TV-Y,"In this collection of stories, ChuChu and her pals meet a man in need, Chiku must change a bad habit and ChaCha gets a lesson in management.",Children & Family Movies, International Movies, Romantic Movies,56
s3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),"South Africa, Nigeria",18-10-2019,2019,TV-Y,"From colors and letters to animals of all kinds, each egg holds a fun-filled lesson waiting to be learned. ChuChu and friends are opening them all!",Children & Family Movies, International Movies, Romantic Movies,61
s3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),"South Africa, Nigeria",18-10-2019,2019,TV-Y,Magic elephant Mr. Harlo uses playtime to help the children discover various surprises hidden inside colorful eggs.,Children & Family Movies, International Movies, Romantic Movies,34
s3399,Movie,Eli,United States,18-10-2019,2019,TV-MA,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",Horror Movies, International Movies, Romantic Movies,98
s3400,Movie,In My Country,United States,18-10-2019,2018,TV-MA,"A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",Dramas, International Movies, Romantic Movies,99
s3401,TV Show,Interior Design Masters,United Kingdom,18-10-2019,2019,TV-PG,Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.,British TV Shows, International TV Shows, Reality TV,750
s3402,TV Show,Little Baby Bum: Nursery Rhyme Friends,United Kingdom,18-10-2019,2019,TV-Y,"Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones.",British TV Shows, Kids' TV, Reality TV,1500
s3403,Movie,"Love, Surreal and Odd",Turkey,18-10-2019,2017,TV-14,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",Comedies, International Movies, Romantic Movies,95
s3404,TV Show,Mighty Little Bheem: Diwali,India,18-10-2019,2019,TV-Y,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",Kids' TV, TV Comedies, Romantic Movies,750
s3405,TV Show,MONKART,India,18-10-2019,2017,TV-Y7,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,Kids' TV, Korean TV Shows, Romantic Movies,750
s3406,Movie,Seventeen,Spain,18-10-2019,2019,TV-MA,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",Comedies, Dramas, International Movies,100
s3407,TV Show,Spirit Riding Free: Pony Tales,United States,18-10-2019,2019,TV-Y7,"Find the fun and adventure of ""Spirit Riding Free"" in this mix of music videos and short episodes featuring Lucky and all of her friends!",Kids' TV, Dramas, International Movies,1500
s3408,Movie,Tatu,Nigeria,18-10-2019,2017,TV-MA,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",Action & Adventure, Dramas, International Movies,101
s3409,Movie,Tell Me Who I Am,United Kingdom,18-10-2019,2019,TV-MA,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",Documentaries, Dramas, International Movies,86
s3410,Movie,The Laundromat,United States,18-10-2019,2019,R,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",Comedies, Dramas, International Movies,96
s3411,TV Show,Toon,Netherlands,18-10-2019,2017,TV-MA,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",International TV Shows, TV Comedies, International Movies,1500
s3412,Movie,Up North,Nigeria,18-10-2019,2018,TV-14,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,Dramas, International Movies, International Movies,99
s3413,Movie,Upstarts,India,18-10-2019,2019,TV-14,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",Comedies, Dramas, International Movies,112
s3414,Movie,Verses of Love 2,Indonesia,18-10-2019,2017,TV-14,"Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",Dramas, Faith & Spirituality, International Movies,127
s3415,TV Show,Chosen,China,17-10-2019,2019,TV-14,"When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",Crime TV Shows, International TV Shows, TV Action & Adventure,1500
s3416,TV Show,THE UNLISTED,Australia,17-10-2019,2019,TV-PG,"When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",Kids' TV, TV Thrillers, TV Action & Adventure,750
s3417,TV Show,Another Miss Oh,South Korea,16-10-2019,2016,TV-MA,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3418,Movie,Ghosts of Sugar Land,United States,16-10-2019,2019,TV-MA,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",Documentaries, Korean TV Shows, Romantic TV Shows,22
s3419,Movie,League of Legends Origins,United States,16-10-2019,2019,TV-MA,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",Documentaries, Korean TV Shows, Romantic TV Shows,78
s3420,Movie,Park Na-rae: Glamour Warning,South Korea,16-10-2019,2019,TV-MA,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.",Stand-Up Comedy, Korean TV Shows, Romantic TV Shows,63
s3421,TV Show,Second 20s,South Korea,16-10-2019,2015,TV-14,"Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3422,Movie,Sinister 2,"United States, United Kingdom",16-10-2019,2015,R,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",Horror Movies, Korean TV Shows, Romantic TV Shows,97
s3423,Movie,The Game Changers,United States,16-10-2019,2018,TV-MA,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",Documentaries, Sports Movies, Romantic TV Shows,86
s3424,TV Show,Black Money Love,Turkey,15-10-2019,2014,TV-MA,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",Crime TV Shows, International TV Shows, TV Dramas,750
s3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",Canada,14-10-2019,2019,TV-14,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",Stand-Up Comedy, International TV Shows, TV Dramas,62
s3426,Movie,Street Flow,France,13-10-2019,2019,TV-MA,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",Dramas, International Movies, TV Dramas,96
s3427,TV Show,The Lies Within,South Korea,13-10-2019,2019,TV-14,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",Crime TV Shows, International TV Shows, Korean TV Shows,750
s3428,Movie,Bygones Be Bygones,Turkey,11/10/2019,2017,TV-MA,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,Comedies, International Movies, Romantic Movies,104
s3429,Movie,El Camino: A Breaking Bad Movie,United States,11/10/2019,2019,TV-MA,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",Dramas, Thrillers, Romantic Movies,123
s3430,Movie,Fractured,United States,11/10/2019,2019,TV-MA,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",Thrillers, Thrillers, Romantic Movies,100
s3431,TV Show,Insatiable,United States,11/10/2019,2019,TV-MA,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",TV Comedies, TV Dramas, Teen TV Shows,1500
s3432,Movie,The Bling Lagosians,Nigeria,11/10/2019,2019,TV-14,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",Dramas, International Movies, Teen TV Shows,99
s3433,Movie,The Forest of Love,Japan,11/10/2019,2019,TV-MA,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,Dramas, International Movies, Thrillers,151
s3434,TV Show,The Hook Up Plan,France,11/10/2019,2020,TV-MA,"When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.",International TV Shows, Romantic TV Shows, TV Comedies,1500
s3435,Movie,The Influence,"Spain, France",11/10/2019,2019,TV-MA,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",Horror Movies, International Movies, TV Comedies,102
s3436,TV Show,Beyblade Burst Turbo,"Spain, France",10/10/2019,2018,TV-Y7,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",Anime Series, Kids' TV, TV Comedies,750
s3437,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,"Spain, France",10/10/2019,2019,TV-14,Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.,International Movies, Music & Musicals, TV Comedies,154
s3438,TV Show,Ultramarine Magmell,Japan,10/10/2019,2019,TV-14,"Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.",Anime Series, International TV Shows, TV Comedies,750
s3439,Movie,After,United States,9/10/2019,2019,PG-13,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",Dramas, Romantic Movies, TV Comedies,106
s3440,Movie,Home Is Where the Killer Is,United States,9/10/2019,2019,TV-14,"Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.",Dramas, Thrillers, TV Comedies,87
s3441,TV Show,Rhythm + Flow,United States,9/10/2019,2019,TV-MA,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",Reality TV, Thrillers, TV Comedies,750
s3442,Movie,Deon Cole: Cole Hearted,United States,8/10/2019,2019,TV-MA,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",Stand-Up Comedy, Thrillers, TV Comedies,70
s3443,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,United States,8/10/2019,2019,TV-Y7,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!",Children & Family Movies, Comedies, TV Comedies,46
s3444,Movie,Love for Sale,Indonesia,6/10/2019,2018,TV-14,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.",Dramas, International Movies, Romantic Movies,101
s3445,TV Show,Legend Quest: Masters of Myth,Mexico,5/10/2019,2019,TV-Y7,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",Kids' TV, Spanish-Language TV Shows, Romantic Movies,750
s3446,TV Show,My Country: The New Age,South Korea,5/10/2019,2019,TV-14,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",International TV Shows, Korean TV Shows, TV Action & Adventure,750
s3447,Movie,Noblemen,India,5/10/2019,2019,TV-MA,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen.",Dramas, Independent Movies, International Movies,109
s3448,Movie,A Plastic Ocean,"United Kingdom, Hong Kong",4/10/2019,2016,TV-14,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.",Documentaries, Independent Movies, International Movies,100
s3449,Movie,Brother in Love,Turkey,4/10/2019,2019,TV-MA,"A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.",Comedies, International Movies, Romantic Movies,110
s3450,TV Show,Creeped Out,"United Kingdom, Canada",4/10/2019,2019,TV-PG,"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series.",British TV Shows, Kids' TV, TV Thrillers,1500
s3451,Movie,In the Tall Grass,"Canada, United States",4/10/2019,2019,TV-MA,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",Horror Movies, Thrillers, TV Thrillers,102
s3452,Movie,Kids on the Block,Turkey,4/10/2019,2019,TV-PG,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.",Children & Family Movies, Comedies, TV Thrillers,102
s3453,TV Show,Peaky Blinders,United Kingdom,4/10/2019,2019,TV-MA,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.",British TV Shows, Crime TV Shows, International TV Shows,3750
s3454,TV Show,Raising Dion,United States,4/10/2019,2019,TV-PG,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,Kids' TV, TV Action & Adventure, TV Dramas,750
s3455,TV Show,Rotten,United States,4/10/2019,2019,TV-MA,This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.,Docuseries, Science & Nature TV, TV Dramas,1500
s3456,TV Show,Super Monsters,United States,4/10/2019,2019,TV-Y,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,Kids' TV, Science & Nature TV, TV Dramas,2250
s3457,Movie,Super Monsters: Vida's First Halloween,United States,4/10/2019,2019,TV-Y,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",Children & Family Movies, Science & Nature TV, TV Dramas,24
s3458,TV Show,Seis Manos,United States,3/10/2019,2019,TV-MA,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",Anime Series, Crime TV Shows, TV Dramas,750
s3459,TV Show,Living Undocumented,United States,2/10/2019,2019,TV-MA,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,Docuseries, Crime TV Shows, TV Dramas,750
s3460,Movie,Ready to Mingle,Mexico,2/10/2019,2019,TV-MA,"After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",Comedies, International Movies, Romantic Movies,98
s3461,Movie,Salam - The First ****** Nobel Laureate,United States,2/10/2019,2018,TV-PG,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",Documentaries, International Movies, Romantic Movies,76
s3462,TV Show,Cheese in the Trap,South Korea,1/10/2019,2016,TV-14,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.",International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3463,TV Show,Chicago Typewriter,South Korea,1/10/2019,2017,TV-14,A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.,International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3464,TV Show,College Romance,India,1/10/2019,2018,TV-MA,"Three best friends look for love, laughs and some lifelong memories while attending college together.",International TV Shows, Romantic TV Shows, TV Comedies,750
s3465,TV Show,Engineering Girls,India,1/10/2019,2018,TV-MA,"Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",International TV Shows, TV Comedies, TV Comedies,750
s3466,Movie,First Kiss,Netherlands,1/10/2019,2018,TV-14,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.,Dramas, International Movies, Romantic Movies,90
s3467,TV Show,Girls Hostel,India,1/10/2019,2018,TV-MA,Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.,International TV Shows, TV Comedies, TV Dramas,750
s3468,TV Show,Inmates,India,1/10/2019,2017,TV-MA,"While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.",International TV Shows, TV Comedies, TV Dramas,750
s3469,Movie,Limitless,India,1/10/2019,2017,TV-PG,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.,Documentaries, International Movies, Sports Movies,59
s3470,Movie,Little Baby Bum: Go Buster,India,1/10/2019,2019,TV-Y,This compilation for preschoolers features a peppy young bus and his first life experiences where bumps in the road won't stop him from a fun ride.,Children & Family Movies, International Movies, Sports Movies,58
s3471,TV Show,Miniforce X,South Korea,1/10/2019,2018,TV-Y7,Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.,Kids' TV, Korean TV Shows, Sports Movies,750
s3472,Movie,Nikki Glaser: Bangin’,United States,1/10/2019,2019,TV-MA,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",Stand-Up Comedy, Korean TV Shows, Sports Movies,64
s3473,Movie,Rugrats in Paris: The Movie,"Germany, United States",1/10/2019,2000,G,The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.,Children & Family Movies, Comedies, Sports Movies,79
s3474,TV Show,The K2,South Korea,1/10/2019,2016,TV-14,A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3475,TV Show,The Liar and His Lover,South Korea,1/10/2019,2017,TV-PG,A talented singer falls in love at first sight with a music prodigy who has an affinity for lies – and a knack for being a hit-making producer.,International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3476,Movie,The Rugrats Movie,United States,1/10/2019,1998,G,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",Children & Family Movies, Comedies, Romantic TV Shows,81
s3477,Movie,The Squid and the Whale,United States,1/10/2019,2005,R,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,Comedies, Dramas, Independent Movies,81
s3478,TV Show,Gotham,United States,30-09-2019,2019,TV-MA,"Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents.",Crime TV Shows, TV Action & Adventure, TV Dramas,3750
s3479,Movie,Mo Gilligan: Momentum,United Kingdom,30-09-2019,2019,TV-MA,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",Stand-Up Comedy, TV Action & Adventure, TV Dramas,64
s3480,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,United Kingdom,28-09-2019,2019,TV-PG,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,Documentaries, International Movies, TV Dramas,45
s3481,Movie,TUNA GIRL,Japan,28-09-2019,2019,TV-PG,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,Dramas, International Movies, TV Dramas,90
s3482,TV Show,Bard of Blood,India,27-09-2019,2019,TV-MA,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",International TV Shows, TV Action & Adventure, TV Dramas,750
s3483,Movie,Deliha 2,Turkey,27-09-2019,2018,TV-PG,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.",Comedies, International Movies, TV Dramas,102
s3484,TV Show,El Marginal,Argentina,27-09-2019,2019,TV-MA,"While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,2250
s3485,Movie,In the Shadow of the Moon,"United States, Canada",27-09-2019,2019,TV-MA,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,Dramas, Sci-Fi & Fantasy, Thrillers,116
s3486,Movie,Sturgill Simpson Presents Sound & Fury,United States,27-09-2019,2019,TV-MA,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",Anime Features, Music & Musicals, Sci-Fi & Fantasy,42
s3487,Movie,Malaal,India,26-09-2019,2019,TV-14,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",Dramas, International Movies, Romantic Movies,133
s3488,Movie,The Grandmaster,"Hong Kong, China",26-09-2019,2013,PG-13,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",Action & Adventure, Dramas, International Movies,108
s3489,TV Show,The Inmate,Mexico,26-09-2019,2018,TV-MA,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,750
s3490,TV Show,Abstract: The Art of Design,United States,25-09-2019,2019,TV-14,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,Docuseries, International TV Shows, Spanish-Language TV Shows,1500
s3491,Movie,Birders,"United States, Mexico",25-09-2019,2019,TV-G,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,Documentaries, International Movies, Spanish-Language TV Shows,38
s3492,TV Show,Glitch,Australia,25-09-2019,2019,TV-MA,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,International TV Shows, TV Dramas, TV Horror,2250
s3493,Movie,Oh! Baby (Malayalam),Australia,25-09-2019,2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,Comedies, International Movies, Music & Musicals,146
s3494,Movie,Oh! Baby (Tamil),Australia,25-09-2019,2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,Comedies, International Movies, Music & Musicals,146
s3495,Movie,Inside Man: Most Wanted,United States,24-09-2019,2019,R,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,Action & Adventure, International Movies, Music & Musicals,106
s3496,Movie,Jeff Dunham: Beside Himself,United States,24-09-2019,2019,TV-MA,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",Stand-Up Comedy, International Movies, Music & Musicals,58
s3497,Movie,Manmadhudu 2,India,23-09-2019,2019,TV-MA,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",Comedies, Dramas, International Movies,152
s3498,Movie,Under the Eiffel Tower,United States,23-09-2019,2018,TV-MA,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,Comedies, Independent Movies, International Movies,87
s3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,India,22-09-2019,2009,TV-MA,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",Dramas, Independent Movies, International Movies,121
s3500,TV Show,Vagabond,South Korea,21-09-2019,2019,TV-MA,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",International TV Shows, Korean TV Shows, TV Action & Adventure,750
s3501,Movie,Between Two Ferns: The Movie,United States,20-09-2019,2019,TV-MA,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",Comedies, Korean TV Shows, TV Action & Adventure,83
s3502,TV Show,Criminal: France,United States,20-09-2019,2019,TV-MA,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",Crime TV Shows, International TV Shows, TV Dramas,750
s3503,TV Show,Criminal: Germany,Germany,20-09-2019,2019,TV-MA,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all.",British TV Shows, Crime TV Shows, International TV Shows,750
s3504,TV Show,Criminal: Spain,Spain,20-09-2019,2019,TV-MA,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",British TV Shows, Crime TV Shows, International TV Shows,750
s3505,TV Show,Fastest Car,United States,20-09-2019,2019,TV-MA,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,Reality TV, Crime TV Shows, International TV Shows,1500
s3506,TV Show,Inside Bill's Brain: Decoding Bill Gates,United States,20-09-2019,2019,TV-14,Take a trip inside the mind of Bill Gates as the billionaire opens up about those who influenced him and the audacious goals he's still pursuing.,Docuseries, Science & Nature TV, International TV Shows,750
s3507,TV Show,The Hockey Girls,Spain,20-09-2019,2019,TV-MA,"The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.",International TV Shows, TV Comedies, TV Dramas,750
s3508,Movie,Travel Mates 2,Turkey,20-09-2019,2018,TV-MA,"When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.",Comedies, International Movies, TV Dramas,111
s3509,Movie,True: Tricky Treat Day,Canada,20-09-2019,2019,TV-Y,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,Children & Family Movies, International Movies, TV Dramas,24
s3510,Movie,Kabir Singh,India,19-09-2019,2019,TV-MA,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",Dramas, International Movies, Romantic Movies,171
s3511,TV Show,When the Camellia Blooms,South Korea,18-09-2019,2019,TV-14,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",International TV Shows, Korean TV Shows, Romantic TV Shows,750
s3512,Movie,Avengement,United Kingdom,17-09-2019,2019,TV-MA,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.",Action & Adventure, Korean TV Shows, Romantic TV Shows,88
s3513,Movie,Sebastian Maniscalco: What's Wrong with People?,United States,17-09-2019,2012,TV-MA,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",Stand-Up Comedy, Korean TV Shows, Romantic TV Shows,76
s3514,Movie,Los Tigres del Norte at Folsom Prison,United States,15-09-2019,2019,TV-PG,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,Documentaries, International Movies, Music & Musicals,64
s3515,Movie,Steal a Pencil for Me,United States,15-09-2019,2006,TV-14,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.,Documentaries, International Movies, Music & Musicals,94
s3516,TV Show,Surviving R. Kelly,United States,15-09-2019,2019,TV-MA,"In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",Crime TV Shows, Docuseries, Music & Musicals,750
s3517,Movie,Oh! Baby,India,14-09-2019,2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,Comedies, International Movies, Music & Musicals,157
